Question,Answer,Chapter
"According to Isaiah 17:7, who is called ""the Holy One of Israel""?"," The LORD, his Maker, Isaiah 17:7",17
"According to Isaiah 17:8, what shall a man not look to?"," The altars, the work of his hands, Isaiah 17:8",17
"According to Isaiah 17:8, what two things shall he not respect that his fingers have made?"," Groves and images, Isaiah 17:8",17
"According to Isaiah 17:8, whose hands made the altars that shall not be regarded?"," The man's hands, Isaiah 17:8",17
"According to Isaiah 17:9, what shall the strong cities be like in that day?"," A forsaken bough and an uppermost branch, Isaiah 17:9",17
"According to Isaiah 17:9, before whom were those places forsaken?"," Before the children of Israel, Isaiah 17:9",17
"According to Isaiah 17:9, what shall result from the forsaking of those places?"," Desolation, Isaiah 17:9",17
"According to Isaiah 17:10, whom had Israel forgotten?"," The God of thy salvation, Isaiah 17:10",17
"According to Isaiah 17:10, what had Israel not been mindful of?"," The rock of thy strength, Isaiah 17:10",17
"According to Isaiah 17:10, what pleasant thing would they plant?"," Pleasant plants, Isaiah 17:10",17
"According to Isaiah 17:10, what kind of slips would they set?"," Strange slips, Isaiah 17:10",17
"According to Isaiah 17:10, complete the quotation: ""Because thou hast forgotten the God of thy salvation, and hast not been mindful of the _____ of thy strength"""," rock, Isaiah 17:10",17
"According to Isaiah 17:11, when would they make their plant to grow?"," In the day shalt thou make thy plant to grow, Isaiah 17:11",17
"According to Isaiah 17:11, when would they make their seed to flourish?"," In the morning, Isaiah 17:11",17
"According to Isaiah 17:11, what would the harvest become?"," A heap, Isaiah 17:11",17
"According to Isaiah 17:11, in what kind of day would the harvest be a heap?"," The day of grief and of desperate sorrow, Isaiah 17:11",17
"According to Isaiah 17:12, what makes a noise like the noise of the seas?"," The multitude of many people, Isaiah 17:12",17
"According to Isaiah 17:12, what makes a rushing like the rushing of mighty waters?"," The rushing of nations, Isaiah 17:12",17
"According to Isaiah 17:12, complete the quotation: ""Woe to the multitude of many people, which make a noise like the noise of the _____"""," seas, Isaiah 17:12",17
"Complete the quotation from Isaiah 17:13: ""The nations shall rush like the rushing of many waters: but God shall _____ them"""," rebuke, Isaiah 17:13",17
"According to Isaiah 17:13, how far shall the nations flee after God's rebuke?"," Far off, Isaiah 17:13",17
"According to Isaiah 17:13, they shall be chased as what before the wind?"," The chaff of the mountains, Isaiah 17:13",17
"According to Isaiah 17:13, they shall be chased as what before the whirlwind?"," A rolling thing, Isaiah 17:13",17
"According to Isaiah 17:13, who shall rebuke the nations?"," God, Isaiah 17:13",17
"According to Isaiah 17:14, what time is specifically mentioned first?"," At eveningtide, Isaiah 17:14",17
"According to Isaiah 17:14, what is present at eveningtide?"," Trouble, Isaiah 17:14",17
"According to Isaiah 17:14, what time is specifically mentioned next?"," Before the morning, Isaiah 17:14",17
"According to Isaiah 17:14, what is the condition of the trouble before the morning?"," He is not, Isaiah 17:14",17
"According to Isaiah 17:14, this is the portion of those that do what to us?"," Spoil us, Isaiah 17:14",17
"According to Isaiah 17:14, this is the lot of them that do what to us?"," Rob us, Isaiah 17:14",17
"According to Isaiah 17:14, complete the quotation: ""and before the morning he is _____"""," not, Isaiah 17:14",17
How did Isaiah say the land beyond the rivers of Ethopia sent ambassadors?, by the sea (even in vessels of bulrushes) - Isaiah 18:1,18
" According to Isaiah 18:1, what land is addressed with the word ""Woe""?"," the land shadowing with wings, Isaiah 18:1",18
" Complete the quotation: ""Woe to the land _____ with wings"""," shadowing, Isaiah 18:1",18
" According to Isaiah 18:1, beyond what rivers was the land shadowing with wings?"," the rivers of Ethiopia, Isaiah 18:1",18
" According to Isaiah 18:1, what geographical feature is specifically mentioned in relation to Ethiopia?"," rivers, Isaiah 18:1",18
" According to Isaiah 18:2, what does the land send by the sea?"," ambassadors, Isaiah 18:2",18
" According to Isaiah 18:2, in what were the ambassadors sent upon the waters?"," vessels of bulrushes, Isaiah 18:2",18
" Complete the quotation: ""Go, ye swift _____"""," messengers, Isaiah 18:2",18
" According to Isaiah 18:2, to what kind of nation were the swift messengers sent?"," a nation scattered and peeled, Isaiah 18:2",18
" According to Isaiah 18:2, what description is given of the people beyond whom none had been before?"," terrible from their beginning hitherto, Isaiah 18:2",18
" According to Isaiah 18:2, what kind of nation is mentioned after ""terrible from their beginning hitherto""?"," a nation meted out and trodden down, Isaiah 18:2",18
" According to Isaiah 18:2, what had spoiled the land of the nation meted out and trodden down?"," the rivers, Isaiah 18:2",18
 List the two descriptions of the nation to whom the swift messengers were sent," scattered and peeled, meted out and trodden down, Isaiah 18:2",18
" According to Isaiah 18:3, who are called upon to see?"," all ye inhabitants of the world and dwellers on the earth, Isaiah 18:3",18
" According to Isaiah 18:3, what is lifted up on the mountains?"," an ensign, Isaiah 18:3",18
" According to Isaiah 18:3, what are the people told to do when the ensign is lifted up?"," see ye, Isaiah 18:3",18
" According to Isaiah 18:3, what is blown?"," a trumpet, Isaiah 18:3",18
" Complete the quotation: ""when he bloweth a _____, hear ye"""," trumpet, Isaiah 18:3",18
" According to Isaiah 18:4, who said, ""I will take my rest""?"," the LORD, Isaiah 18:4",18
" According to Isaiah 18:4, from what place would the LORD consider?"," my dwelling place, Isaiah 18:4",18
" According to Isaiah 18:4, what is compared to a clear heat upon herbs?"," the LORD's considering from His dwelling place, Isaiah 18:4",18
" According to Isaiah 18:4, what is compared to a cloud of dew in the heat of harvest?"," the LORD's considering from His dwelling place, Isaiah 18:4",18
" Complete the quotation: ""I will take my rest, and I will _____ in my dwelling place"""," consider, Isaiah 18:4",18
" According to Isaiah 18:5, before what event would the LORD act?"," the harvest, Isaiah 18:5",18
" According to Isaiah 18:5, what would become a ripening grape?"," the bud is perfect, Isaiah 18:5",18
" According to Isaiah 18:5, what would be cut off with pruning hooks?"," the sprigs, Isaiah 18:5",18
" According to Isaiah 18:5, what would be taken away and cut down?"," the branches, Isaiah 18:5",18
 List the two things that would be removed according to Isaiah 18:5," the sprigs and the branches, Isaiah 18:5",18
" According to Isaiah 18:6, unto whom would they be left together?"," the fowls of the mountains and to the beasts of the earth, Isaiah 18:6",18
" According to Isaiah 18:6, what would summer upon them?"," the fowls, Isaiah 18:6",18
" According to Isaiah 18:6, what would winter upon them?"," all the beasts of the earth, Isaiah 18:6",18
" According to Isaiah 18:6, where were the fowls located?"," of the mountains, Isaiah 18:6",18
" Complete the quotation: ""the fowls shall _____ upon them"""," summer, Isaiah 18:6",18
" According to Isaiah 18:7, what shall be brought unto the LORD of hosts?"," a present, Isaiah 18:7",18
" According to Isaiah 18:7, from what kind of people shall the present be brought?"," a people scattered and peeled, Isaiah 18:7",18
" According to Isaiah 18:7, what description is repeated concerning the people from whom the present comes?"," terrible from their beginning hitherto, Isaiah 18:7",18
" According to Isaiah 18:7, what kind of nation is mentioned in connection with the present?"," a nation meted out and trodden under foot, Isaiah 18:7",18
" According to Isaiah 18:7, what had spoiled their land?"," the rivers, Isaiah 18:7",18
" According to Isaiah 18:7, to what place shall the present be brought?"," the place of the name of the LORD of hosts, Isaiah 18:7",18
" According to Isaiah 18:7, what mountain is identified as the place of the name of the LORD of hosts?"," mount Zion, Isaiah 18:7",18
" Complete the quotation: ""to the place of the name of the LORD of hosts, the mount _____"""," Zion, Isaiah 18:7",18
" According to Isaiah 18:7, who is the recipient of the present?"," the LORD of hosts, Isaiah 18:7",18
 List the three descriptions of the people in Isaiah 18:7," scattered and peeled, terrible from their beginning hitherto, meted out and trodden under foot, Isaiah 18:7",18
" According to Isaiah 18:7, identify the antecedent of the pronoun ""their"" in the phrase ""whose land the rivers have spoiled"""," the people/nation scattered and peeled, Isaiah 18:7",18
" According to Isaiah 18:7, whose name is associated with mount Zion?"," the LORD of hosts, Isaiah 18:7",18
" According to Isaiah 18:7, what exact phrase describes the nation after ""meted out and""?"," trodden under foot, Isaiah 18:7",18
"Isaiah chapter 19 states the Lord is coming to Egypt, how does it say He is getting there?", Riding on a swift cloud - Isaiah 19:1,19
"According to Isaiah 19:1, against what country is the burden spoken?"," Egypt, Isaiah 19:1",19
"According to Isaiah 19:1, upon what is the LORD riding?"," A swift cloud, Isaiah 19:1",19
"Complete the quotation: ""the idols of Egypt shall be moved at his _____"""," presence, Isaiah 19:1",19
Who did the Lord say that He would set the Egyptians against? , the Egyptians - Isaiah 19:2,19
"According to Isaiah 19:2, whom will the LORD set against the Egyptians?"," The Egyptians against the Egyptians, Isaiah 19:2",19
"According to Isaiah 19:2, who shall fight every one against his brother?"," The Egyptians, Isaiah 19:2",19
"According to Isaiah 19:2, what two political groups are mentioned as fighting one against another?"," City against city and kingdom against kingdom, Isaiah 19:2",19
"According to Isaiah 19:3, what will fail in the midst of Egypt?"," The spirit of Egypt, Isaiah 19:3",19
"According to Isaiah 19:3, to whom will the Egyptians seek?"," The idols, charmers, them that have familiar spirits, and wizards, Isaiah 19:3",19
List the four groups mentioned in Isaiah 19:3 to whom the Egyptians shall seek.," Idols, charmers, them that have familiar spirits, and wizards, Isaiah 19:3",19
"According to Isaiah 19:4, into whose hand will the Egyptians be delivered?"," The hand of a cruel lord, Isaiah 19:4",19
"Complete the quotation: ""and a fierce king shall rule over them, saith the Lord, the LORD of _____"""," hosts, Isaiah 19:4",19
"According to Isaiah 19:5, what shall fail from the sea?"," The waters, Isaiah 19:5",19
"According to Isaiah 19:5, what shall be wasted and dried up?"," The river, Isaiah 19:5",19
"According to Isaiah 19:6, what shall the rivers do?"," Turn far away, Isaiah 19:6",19
"According to Isaiah 19:6, what shall wither?"," The reeds and flags, Isaiah 19:6",19
"According to Isaiah 19:7, beside what river will the paper reeds grow?"," The brooks of the Nile (the river), Isaiah 19:7",19
"According to Isaiah 19:7, what shall be driven away and be no more?"," Every thing sown by the river, Isaiah 19:7",19
"According to Isaiah 19:8, who shall lament because of conditions in Egypt?"," The fishers, Isaiah 19:8",19
"According to Isaiah 19:8, what two fishing methods are specifically mentioned?"," Casting angle into the brooks and spreading nets upon the waters, Isaiah 19:8",19
"According to Isaiah 19:9, what workers shall be confounded?"," They that work in fine flax and they that weave networks, Isaiah 19:9",19
"According to Isaiah 19:10, what shall be broken in the purposes thereof?"," The foundations, Isaiah 19:10",19
"According to Isaiah 19:10, whose souls shall be grieved?"," All that make sluices and ponds for fish, Isaiah 19:10",19
"According to Isaiah 19:11, of what city are the princes called fools?"," Zoan, Isaiah 19:11",19
"According to Isaiah 19:11, whose counsel is become brutish?"," The counsel of the wise counsellors of Pharaoh, Isaiah 19:11",19
"Complete the quotation: ""I am the son of the wise, the son of _____ kings"""," ancient, Isaiah 19:11",19
"According to Isaiah 19:12, what question is asked twice concerning Egypt's wise men?"," ""Where are they?"", Isaiah 19:12",19
"According to Isaiah 19:12, against whom had the LORD of hosts purposed something?"," Egypt, Isaiah 19:12",19
"According to Isaiah 19:13, what have the princes of Noph done?"," They are deceived, Isaiah 19:13",19
"According to Isaiah 19:13, who have caused Egypt to err?"," They that are the stay of the tribes thereof, Isaiah 19:13",19
"According to Isaiah 19:14, what spirit has the LORD mingled in the midst thereof?"," A perverse spirit, Isaiah 19:14",19
"According to Isaiah 19:14, to what person is Egypt compared in its erring?"," A drunken man that staggereth in his vomit, Isaiah 19:14",19
"According to Isaiah 19:15, what shall there be no work for in Egypt?"," The head or tail, branch or rush, Isaiah 19:15",19
List the four terms used in Isaiah 19:15 to describe those for whom there shall be no work.," Head, tail, branch, and rush, Isaiah 19:15",19
"According to Isaiah 19:16, Egypt shall be like unto whom?"," Women, Isaiah 19:16",19
"According to Isaiah 19:16, because of what shall Egypt be afraid?"," The shaking of the hand of the LORD of hosts, Isaiah 19:16",19
"According to Isaiah 19:17, what land shall be a terror unto Egypt?"," The land of Judah, Isaiah 19:17",19
"According to Isaiah 19:17, whose purpose causes fear in Egypt?"," The purpose of the LORD of hosts, Isaiah 19:17",19
"According to Isaiah 19:18, how many cities in Egypt shall speak the language of Canaan?"," Five cities, Isaiah 19:18",19
"According to Isaiah 19:18, by what shall those cities swear?"," The LORD of hosts, Isaiah 19:18",19
"According to Isaiah 19:18, what shall one city be called?"," The city of destruction, Isaiah 19:18",19
"According to Isaiah 19:19, what shall be in the midst of the land of Egypt?"," An altar to the LORD, Isaiah 19:19",19
"According to Isaiah 19:19, what shall be at the border thereof to the LORD?"," A pillar, Isaiah 19:19",19
"According to Isaiah 19:20, what shall the altar and pillar be in Egypt?"," A sign and for a witness unto the LORD of hosts, Isaiah 19:20",19
"According to Isaiah 19:20, what will the LORD send when they cry unto Him because of the oppressors?"," A saviour, and a great one, Isaiah 19:20",19
"According to Isaiah 19:21, who shall be known to Egypt?"," The LORD, Isaiah 19:21",19
"According to Isaiah 19:21, what two acts of worship are specifically mentioned?"," Sacrifice and oblation, Isaiah 19:21",19
"Complete the quotation: ""yea, they shall vow a vow unto the LORD, and _____ it"""," perform, Isaiah 19:21",19
"According to Isaiah 19:22, what two actions will the LORD do to Egypt?"," Smite and heal it, Isaiah 19:22",19
"According to Isaiah 19:22, unto whom shall Egypt return?"," The LORD, Isaiah 19:22",19
"According to Isaiah 19:23, between what two countries shall there be a highway?"," Egypt and Assyria, Isaiah 19:23",19
"According to Isaiah 19:23, who shall serve with the Egyptians?"," The Assyrians, Isaiah 19:23",19
"According to Isaiah 19:24, who shall be the third with Egypt and with Assyria?"," Israel, Isaiah 19:24",19
"According to Isaiah 19:24, what shall Israel be in the midst of the land?"," A blessing, Isaiah 19:24",19
"According to Isaiah 19:25, whom does the LORD call ""my people""?"," Egypt, Isaiah 19:25",19
"According to Isaiah 19:25, whom does the LORD call ""the work of my hands""?"," Assyria, Isaiah 19:25",19
"Complete the quotation from Isaiah 19:25: ""and Israel mine _____"""," inheritance, Isaiah 19:25",19
" According to Isaiah 20:1, in what year did Tartan come unto Ashdod?"," In the year that Tartan came unto Ashdod, Isaiah 20:1",20
" According to Isaiah 20:1, who sent Tartan?"," Sargon the king of Assyria, Isaiah 20:1",20
" According to Isaiah 20:1, to what city did Tartan come?"," Ashdod, Isaiah 20:1",20
" According to Isaiah 20:1, who fought against Ashdod?"," Tartan, Isaiah 20:1",20
" According to Isaiah 20:1, what did Tartan do to Ashdod?"," Took it, Isaiah 20:1",20
" Complete the quotation from Isaiah 20:1: ""Sargon the king of _____"""," Assyria, Isaiah 20:1",20
" According to Isaiah 20:2, by whom did the LORD speak?"," Isaiah the son of Amoz, Isaiah 20:2",20
" According to Isaiah 20:2, what was Isaiah commanded to loose from off his loins?"," The sackcloth, Isaiah 20:2",20
" According to Isaiah 20:2, what was Isaiah commanded to put off from his foot?"," Thy shoe, Isaiah 20:2",20
" According to Isaiah 20:2, how did Isaiah walk after obeying the command?"," Naked and barefoot, Isaiah 20:2",20
" Complete the quotation from Isaiah 20:2: ""Go and loose the _____ from off thy loins"""," sackcloth, Isaiah 20:2",20
" According to Isaiah 20:2, who said, ""Go and loose the sackcloth from off thy loins""?"," The LORD, Isaiah 20:2",20
" According to Isaiah 20:3, for how many years did Isaiah walk naked and barefoot?"," Three years, Isaiah 20:3",20
" According to Isaiah 20:3, Isaiah's walking naked and barefoot was a sign and wonder upon what two nations?"," Egypt and Ethiopia, Isaiah 20:3",20
" Complete the quotation from Isaiah 20:3: ""My servant Isaiah hath walked naked and barefoot _____ years"""," three, Isaiah 20:3",20
" According to Isaiah 20:3, who called Isaiah ""my servant""?"," The LORD, Isaiah 20:3",20
" According to Isaiah 20:3, what two things was Isaiah's action said to be?"," A sign and wonder, Isaiah 20:3",20
" According to Isaiah 20:4, whom would the king of Assyria lead away?"," The Egyptians prisoners and the Ethiopians captives, Isaiah 20:4",20
" According to Isaiah 20:4, what title is given to the Assyrian ruler in this verse?"," The king of Assyria, Isaiah 20:4",20
" According to Isaiah 20:4, how would the prisoners and captives be led away?"," Naked and barefoot, Isaiah 20:4",20
" According to Isaiah 20:4, what ages of captives would be led away?"," Young and old, Isaiah 20:4",20
" Complete the quotation from Isaiah 20:4: ""young and old, naked and barefoot, even with their _____ uncovered"""," buttocks, Isaiah 20:4",20
" According to Isaiah 20:4, whose shame would be revealed?"," Egypt's shame, Isaiah 20:4",20
 List the four descriptions given of the prisoners and captives in Isaiah 20:4.," Young, old, naked, and barefoot, Isaiah 20:4",20
" According to Isaiah 20:5, of whom would they be afraid?"," Ethiopia their expectation, Isaiah 20:5",20
" According to Isaiah 20:5, of whom would they be ashamed?"," Egypt their glory, Isaiah 20:5",20
" Complete the quotation from Isaiah 20:5: ""They shall be afraid and ashamed of _____ their expectation"""," Ethiopia, Isaiah 20:5",20
" Complete the quotation from Isaiah 20:5: ""and of Egypt their _____"""," glory, Isaiah 20:5",20
" According to Isaiah 20:5, what was Ethiopia called?"," Their expectation, Isaiah 20:5",20
" According to Isaiah 20:5, what was Egypt called?"," Their glory, Isaiah 20:5",20
" According to Isaiah 20:6, who would speak in that day?"," The inhabitant of this isle, Isaiah 20:6",20
" According to Isaiah 20:6, what word begins the statement of the inhabitant of this isle?"," Behold, Isaiah 20:6",20
" Complete the quotation from Isaiah 20:6: ""Behold, such is our _____"""," expectation, Isaiah 20:6",20
" According to Isaiah 20:6, to whom had the inhabitants fled for help?"," To be delivered from the king of Assyria, Isaiah 20:6",20
" According to Isaiah 20:6, from whom did they seek deliverance?"," The king of Assyria, Isaiah 20:6",20
" Complete the quotation from Isaiah 20:6: ""whither we flee for _____"""," help, Isaiah 20:6",20
" According to Isaiah 20:6, complete the quotation: ""to be delivered from the king of _____"""," Assyria, Isaiah 20:6",20
" According to Isaiah 20:6, what question did the inhabitant of this isle ask?"," How shall we escape?, Isaiah 20:6",20
" According to Isaiah 20:6, identify the antecedent of the pronoun ""we"" in the question, ""How shall we escape?"""," The inhabitant of this isle / the people speaking, Isaiah 20:6",20
" According to Isaiah 20:6, what two things had been sought from the place that was their expectation?"," Help and deliverance from the king of Assyria, Isaiah 20:6",20
" Verse identification: In what verse is the question, ""How shall we escape?"" found?"," Isaiah 20:6, Isaiah 20:6",20
" According to Isaiah 20:6, complete the quotation: ""such is our expectation, whither we flee for help to be _____"""," delivered, Isaiah 20:6",20
"God instructed Isaiah to go, set a watchman. What was the watchman to do?", let him declare what he seeth. - Isaiah 21:6,21
"How did Isaiah's watchman respond when he was told ""behold, here cometh a chariot of men, with a couple of horsemen?"""," he answered and said, Babylon is fallen, is fallen and all the graven images of her gods he hath broken unto the ground. - Isaiah 21:9",21
"According to Isaiah 22, God would lay the key to the house of David on Eliakim's shoulder. What would be the result when he shall open?", none shall shut. Isaiah 22:22,22
For how long would Tyre be forgotten?, Seventy years  Isaiah 23:15,23
"FIB 2 blanks, He will swallow up ____ in victory, and the Lord God will wipe away ____ from off all faces"," death, tears  Isaiah 25:8",25
"Complete the verse, And it shall be said in that day, Lo, this is our God, we have waited for him, and he will save us, this is the Lord, we have waited for him",  we will be glad and rejoice in his salvation. Isaiah 25:9,25
"What reason did Isaiah give when he stated, Thou wilt keep him in perfect peace, whose mind is stayed on thee?", because he  trusteth in thee (God) Isaiah 26:3,26
"Bonus Question: In Isaiah chapter 27, what two animals is leviathan described as?"," Crooked serpent, the dragon Isaiah 27:1",27
Who did Isaiah describe as a crooked serpent and a dragon?, Leviathan Isaiah 27:1,27
Isaiah said that the Lord would punish leviathan. What two words did he use to describe the serpent?, piercing and crooked Isaiah 27:1,27
"Complete the verse for Isaiah 28:10 - ""For precept must be upon precept, precept upon precept, line upon line, line upon line"," here a little, and there a little  Isaiah 28:10",28
"FIB 3 blanks, Therefore thus saith the Lord God, Behold, I lay in Zion for a foundation a ____, a tried ____, a precious corner ____, a sure foundation"," stone, stone, stone Isaiah 28:16",28
"Isaiah says that the bed is shorter than that a man can stretch himself on it, what did he say the covering is narrower than?", that he can wrap himself in it. Isaiah 28:20,28
"In what mount did Isaiah say that the Lord shall rise up to do his strange work, and bring to pass his strange act?", Perazim Isaiah 28:21,28
"In what valley did Isaiah say that the Lord shall wroth as in that he might do his strange work, and bring to pass his strange act?", Gibeon Isaiah 28:21,28
"Isaiah said the Lord shall rise up as in Mt Perazim, and be wroth in the valley of Gibeon, what 2 things did he say he would do and bring to pass?"," his strange work, his strange act Isaiah 28:21",28
"The Lord said, forasmuch as this people draw near me with their mouth, and with their lips honor me, what 2 faults did they have?"," Removed their hearts far from Him, and their fear taught by the precepts of men. Isaiah 29:13",29
"FIB 2 blanks, Surely your turning of things upside down shall be esteemed as the potter's clay, for shall the work say of him that made it, He made me not? or shall the thing ____ say of him that ____ it, He had no understanding?"," framed, framed Isaiah 29:16",29
"Complete the verse, ""And thine ears shall hear a word behind thee, saying, This is the way, walk ye in it","  when ye turn to the right hand, and when ye turn to the left. Isaiah 30:21",30
"FIB 2 blanks, Blessed are ye that ___ beside all ____, that send forth thither the feet of the ox and the ass"," sow, waters Isaiah 32:20",32
