Question,Answer,Chapter
"Willing to show the Jews a pleasure, Festus asked Paul if he was willing to go to this place to be judged",Jerusalem 25:9,25
"Then said Paul, I stand at Caesar's -- seat where I ought to be judged",judgment 25:10,25
"Paul said if I be an offender or have committed anything worthy of death, I refuse not to --",die 25:11,25
"Fill in the blank spoken by Paul, I appeal unto --",Caesar 25:11,25
"who said these words, ""has thou appealed unto Caesar, unto Caesar shall thou go""",Festus 25:12,25
Who came to Caesarea to Salute Festus,King Agrippa and Bernice 25:13,25
Why did King Agrippa and Bernice come to Caesarea,to salute Festus 25:13,25
Who's cause did Festus declare unto Agrippa and Bernice,Paul's 25:14,25
There is a certain man left in bonds by --,Felix 25:14,25
"According to Festus it is not the manner for Romans to deliver a man to die, unless he faces his accusers in this manner",face to face 25:16,25
According to the Roman way before a man is delivered to die he faces his accusers face to face and have -- to answer for himself concerning the -- laid against him.,"license, crime 25:16",25
According to Festus this person was dead but Paul affirmed that he was alive,Jesus 25:19,25
How did Agrippa and Bernice enter into the place of hearing,with great pomp 25:23,25
Who entered into the place of hearing with Agrippa and Bernice,chief captains and principal men of the city 25:23,25
Which Caesar did Paul appeal to,Augustus 25:25,25
According to Festus both the Jews at Jerusalem and Casarea have cried out against Paul saying he ought not to --,live any longer 25:24,25
"Festus was hoping after Agrippa was examined by Paul, he (festus) would have something to -- to Caesar concerning Paul.",write 25:26,25
For it seem to me -- to send a prisoner and not withal to signify the -- laid against him.,"unreasonable, crimes 25:27",25
"Who to whom ""thou art permitted to speak for thyself""",Agrippa to Paul 26:1,26
How did Paul feel about being able to answer Agrippa for himself,happy 26:2,26
Paul told Agrippa he knows him to be this in all the customs and questions which are among the Jews,expert 26:3,26
Paul beseech Agrippa to hear him --,patiently 26:3,26
Paul said after the most straitest sect of the religion he lived as a --,Pharisee 26:5,26
What did Paul give against the saints that were put to death,his voice 26:10,26
Before he was converted Paul said he punished the saints and compelled them to --,"blaspheme 26:10,11",26
Paul said he was exceedingly mad against the saints and persecuted them even unto -- cities.,strange 26:11,26
Paul said the light he saw from heaven was above or more than the brightness of the --,sun 26:13,26
"In what tongue did Paul hear these words ""Saul, Saul why persecute thou me, it is hard for thee to kick against the pricks""",Hebrew 26:14,26
To open their -- and to turn them from darkness to -- and from the power of -- unto God.,"eyes, light, satan 26:18",26
"Who said these words "" I was not disobedient unto the heavenly vision""",Paul 26:19,26
According to Festus what has made Paul mad,much learning 26:24,26
"Who said these words ""Paul thou art beside thyself""",Festus 26:24,26
But he said I am not mad most noble Festus but speak forth the words of -- and --,"truth, soberness 26:25",26
Almost thou persuadest me to be a --,christian 26:28,26
Paul told Agrippa these things are not hidden from thee for this thing was not done in a --,corner 26:26,26
"Who to whom ""almost thou persuadest me to be a christian""",King Agrippa to Paul 26:28,26
This man might have been set at -- if he had not -- unto Caesar,"liberty, appealed 26:32",26
Paul and other prisoners were delivered to this centurion,Julius 27:1,27
Julius was a centurion of this band,Augustus' band 27:1,27
And entering a -- of Adramyttium we launched,ship 27:2,27
Name the Macedonian from Thessalonica that was with them as they launched sail,Aristarchus 27:2,27
Julius -- entreated Paul,courteously 27:3,27
While at Sidon Julius gave Paul liberty to go unto his -- and refresh himself.,friends 27:3,27
Why did they sail under Cyprus,because the winds were contrary 27:4,27
And when we had sailed over the sea of -- and Pamphylia we came to Myra a city of --,"Cilicia, Lycia 27:5",27
When they came to Myra the centurion found a ship of -- that was sailing to Italy and put them on it.,Alexandria 27:6,27
The centurion believed the master and -- of the ship more than the things spoken by Paul,owner 27:11,27
And because the haven was not commodious to -- in,winter 27:12,27
Phenice is a haven of --,crete 27:12,27
They decided to set sail when these winds blew softly,south winds 27:13,27
What was the name of the tempestuous wind,Euroclydon 27:14,27
What was Clauda,an Island 27:16,27
on what day did they cast out the tackling of the ship,third 27:19,27
"Paul told them on the ship, no man's life will be lost but this will be lost",the ship 27:22,27
on the 14th day at this time the shipmen deemed they had come near to some country,midnight 27:27,27
When the shipmen sounded the first time how many fathoms away were they,twenty 27:28,27
"When the shipemen sounded the second time, how many fathoms away were they",15 fathoms 27:28,27
"When Paul encouraged the men on the ship to take meat, for how many days had they not eaten/fasting",fourteen 27:33,27
Paul gave thanks to -- before he ate the meat,God 27:35,27
How many souls were in the ship,two hundred threescore and sixteen (276) 27:37,27
They lightened the ship and cast out the wheat into the --,sea 27:38,27
The forepart of the ship stuck fast and remained unmoved but the hinder part was broken with the violence of the --,waves 27:41,27
After the ship was broken how did they all get to land safely,"some swam, some on boards, some on broken pieces of the ship 27:43,44",27
After the ship was broken they escaped to this island,Melita 28:1,28
What word was used to describe the people on the island of Melita,"barbarous/barbarians 28:2,4",28
"Because of the rain and the cold, what did the people kindle for them",a fire 28:2,28
What came out of the heat and fastened on Paul's hand,a viper 28:3,28
What was Paul doing when the viper fastened on his hand,laying a bundle of sticks on the fire 28:3,28
"When the barbarians saw the venomous beast hang on Paul's hand, what sort of person did they think he was",a murderer 28:4,28
No -- this man is a murderer whom though he had escaped the -- vengeance suffereth not to --,"doubt, sea, live 28:4",28
Paul shook of the beast into the fire and felt no --,harm 28:5,28
After the people looked for a great while and saw no harm come to Paul from the viper they changed their minds and said he was a --,god 28:6,28
What was the name of the chief man of Melita,Publius 28:7,28
How long did Pulblius lodge them courteously,three days 28:7,28
What relative of Publius was sick,his father 28:8,28
What was Publius father sick with,fever and bloody flux 28:8,28
What did Paul do for Publius father,"prayed, laid hands on him and healed him 28:8",28
The people of the Melita honored them with many --,honors 28:10,28
How long did they stay on Melita,three months 28:11,28
What was the sign of the ship,Castor and Pollux 28:11,28
How long did they tarry at Syracuse,three days 28:12,28
"When they came to Rome, who did the centurions deliver the prisoners to",the captain of the guard 28:16,28
How many days after he arrived in Rome did Paul call the chief Jews,three 28:17,28
Paul was allowed to dwell by himself while a soldier kept him,true 28:16,28
"They were two reactions of the Jews to the words Paul spoke in Rome, give them","some believed, some believed not 28:24",28
"Spoken by Esaias, hearing ye shall hear and shall not --, seeing ye shall see and not --,","understand, perceive 28:26",28
For the heart of this people is waxed gross and their -- are dull of hearing,ears 28:27,28
How long did Paul dwell in his own hired house,two whole years 28:30,28
